# ----------------------------------------
# Vue d'ensemble de la rétention
# Compte : Getup Agency
# Propriété : Bricometal.shop
# ----------------------------------------
#  
# Date de début : 20260102
# Date de fin : 20260129
Nième jour,Nouveaux utilisateurs
0000,398
0001,365
0002,394
0003,518
0004,499
0005,507
0006,568
0007,502
0008,531
0009,506
0010,559
0011,524
0012,501
0013,517
0014,747
0015,517
0016,606
0017,725
0018,718
0019,695
0020,564
0021,581
0022,451
0023,572
0024,673
0025,657
0026,598
0027,608

# Date de début : 20260102
# Date de fin : 20260129
Nième jour,Utilisateurs connus
0000,83
0001,84
0002,107
0003,179
0004,147
0005,160
0006,178
0007,148
0008,97
0009,114
0010,158
0011,153
0012,150
0013,151
0014,177
0015,91
0016,98
0017,191
0018,175
0019,194
0020,183
0021,138
0022,99
0023,113
0024,197
0025,206
0026,177
0027,147

#  
# Date de début : 20260102
# Date de fin : 20260129
Cohorte,Jour 1,Jour 7
0,0.017587939698492462,0.002512562814070352
1,0.03561643835616438,0.0136986301369863
2,0.015267175572519083,0.005089058524173028
3,0.021235521235521235,0.007722007722007722
4,0.03206412825651302,0.006012024048096192
5,0.023762376237623763,0.0039603960396039604
6,0.024822695035460994,0.0070921985815602835
7,0.01195219123505976,0.00199203187250996
8,0.030131826741996232,0.005649717514124294
9,0.01383399209486166,0.003952569169960474
10,0.03577817531305903,0.0035778175313059034
11,0.032567049808429116,0.009578544061302681
12,0.01996007984031936,0.001996007984031936
13,0.029013539651837523,0.005802707930367505
14,0.01740294511378849,0.002677376171352075
15,0.03868471953578337,0.0038684719535783366
16,0.0165016501650165,0.0016501650165016502
17,0.019310344827586208,0.012413793103448275
18,0.03347280334728033,0.011157601115760111
19,0.02014388489208633,0.0057553956834532375
20,0.03723404255319149,0.008865248226950355
21,0.022375215146299483,0
22,0.03333333333333333,0
23,0.017513134851138354,0
24,0.02976190476190476,0
25,0.0213089802130898,0
26,0.02508361204013378,0
27,0,0

#  
# Date de début : 20260102
# Date de fin : 20260129
Cohorte,Jour 1,Jour 7
0,47.57142857142857,157
1,249.92307692307693,328.8
2,64.16666666666667,1
3,390.72727272727275,1021
4,128.25,127.66666666666667
5,60.083333333333336,36
6,122.5,108
7,319.1666666666667,0
8,242.1875,61
9,137.28571428571428,94
10,110.8,46
11,344.1764705882353,135.4
12,125.7,0
13,83.86666666666666,7.666666666666667
14,413.61538461538464,53
15,128.8,226.5
16,157.2,0
17,193.35714285714286,98
18,250.58333333333334,42
19,164.14285714285714,452
20,267.23809523809524,111.8
21,71.6923076923077,0
22,105.4,0
23,231.6,0
24,89.85,0
25,73.07142857142857,0
26,216.53333333333333,0
27,0,0

#  
# Date de début : 20251219
# Date de fin : 20260129
Cohorte,Utilisateurs actifs
0000,1
0001,0.02491016801010003
0002,0.009256016410666933
0003,0.008613131156841508
0004,0.0058189194960495405
0005,0.006035437430786268
0006,0.005546343415861399
0007,0.005634133458536299
0008,0.004678575768623162
0009,0.003334591669812508
0010,0.0028949272978485425
0011,0.0013810247203424942
0012,0.002544159337064767
0013,0.002889514105391225
0014,0.0030077568466044006
0015,0.0022713889122570876
0016,0.002814423922603342
0017,0.0022081148219707425
0018,0.002319512902290519
0019,0.0027584797711483447
0020,0.002477914242620125
0021,0.0012569992000914182
0022,0.0023033094920596434
0023,0.0016916070266753415
0024,0.001392757660167131
0025,0.001347103726986978
0026,0.0009735518416355671
0027,0.0008665511265164644
0028,0.0011100832562442183
0029,0.00219692430597164
0030,0.0019329896907216496
0031,0.0006906077348066298
0032,0.0010175527855507504
0033,0.0011658408627222385
0034,0.0013179571663920922
0035,0.0003808073115003808
0036,0.0013363028953229399
0037,0
0038,0.0005830903790087463
0039,0
0040,0
0041,0

#  
# Date de début : 20251219
# Date de fin : 20260129
Cohorte,Durée d'engagement moyenne par utilisateur actif
0000,76.71026006061949
0001,171.55635851803203
0002,250.3182372505543
0003,149.1053463203463
0004,236.60641025641024
0005,205.3058270676692
0006,118.55900900900902
0007,156.17592592592595
0008,182.67809523809524
0009,214.16372549019604
0010,82.87121212121212
0011,94.0625
0012,91.26612903225806
0013,155.06666666666666
0014,151.6436781609195
0015,146.11309523809524
0016,232.86419753086423
0017,135.58653846153845
0018,198.33333333333331
0019,76.26041666666667
0020,267.9782608695652
0021,84.04545454545455
0022,65
0023,158.16666666666666
0024,138.1578947368421
0025,30.814814814814813
0026,42.5
0027,59.625
0028,109.06666666666666
0029,76.13095238095238
0030,116.03846153846153
0031,109.75
0032,22.954545454545453
0033,17.5
0034,112.61111111111111
0035,33.25
0036,112.07142857142857
0037,0
0038,54.8
0039,0
0040,0
0041,0

#  
# Date de début : 20251002
# Date de fin : 20260129
Cohorte,Valeur moyenne sur 120 j
0000,0.42803303061030784
0001,0.49989844015566165
0002,0.5213079380516973
0003,0.5502315942038155
0004,0.5606748504445217
0005,0.5849357736577341
0006,0.595637358749644
0007,0.6148171290536906
0008,0.6211834403138545
0009,0.6253136962698136
0010,0.6420468566456797
0011,0.6480621380706805
0012,0.6502497863764355
0013,0.665237447337615
0014,0.6679563070838738
0015,0.6689060966874426
0016,0.6689842439333058
0017,0.6723376150219887
0018,0.6743960198057392
0019,0.674655930584997
0020,0.6813080962445027
0021,0.6832842407694497
0022,0.6844586641566741
0023,0.6854592336507734
0024,0.6857866927579331
0025,0.6881067484418008
0026,0.6881067484418008
0027,0.6963065143164487
0028,0.6969859524156039
0029,0.6969859524156039
0030,0.7023510614104469
0031,0.7067608440535322
0032,0.7076772549751635
0033,0.7371134558167493
0034,0.7377672666814311
0035,0.7561383553643177
0036,0.7623042363400511
0037,0.7631597430316068
0038,0.7631597430316068
0039,0.7659141961590785
0040,0.7697404055430758
0041,0.7751795487708418
0042,0.7752635491505045
0043,0.7752635491505045
0044,0.7752635491505045
0045,0.7863990571076026
0046,0.7863990571076026
0047,0.7863990571076026
0048,0.7946475463663112
0049,0.7966278039041983
0050,0.7966278039041983
0051,0.7967867876736165
0052,0.7967867876736165
0053,0.7976364412313728
0054,0.7976364412313728
0055,0.7976364412313728
0056,0.7994154775208023
0057,0.7994154775208023
0058,0.7994154775208023
0059,0.7994154775208023
0060,0.7994154775208023
0061,0.7994154775208023
0062,0.7994154775208023
0063,0.7994154775208023
0064,0.7994154775208023
0065,0.7994154775208023
0066,0.8056965228588603
0067,0.8062984464833739
0068,0.8062984464833739
0069,0.8062984464833739
0070,0.8062984464833739
0071,0.8062984464833739
0072,0.8062984464833739
0073,0.8062984464833739
0074,0.8066012275128926
0075,0.8066012275128926
0076,0.8066012275128926
0077,0.8139445375391526
0078,0.8139445375391526
0079,0.8139445375391526
0080,0.8139445375391526
0081,0.8139445375391526
0082,0.8139445375391526
0083,0.8139445375391526
0084,0.8189845603189166
0085,0.8189845603189166
0086,0.8189845603189166
0087,0.821591261366153
0088,0.821591261366153
0089,0.821591261366153
0090,0.8299462143828898
0091,0.8299462143828898
0092,0.8299462143828898
0093,0.8299462143828898
0094,0.8299462143828898
0095,0.8299462143828898
0096,0.8299462143828898
0097,0.8299462143828898
0098,0.8383011673996266
0099,0.8426131868889802
0100,0.8426131868889802
0101,0.8426131868889802
0102,0.8532062517163919
0103,0.8532062517163919
0104,0.8532062517163919
0105,0.8532062517163919
0106,0.8532062517163919
0107,0.8532062517163919
0108,0.8532062517163919
0109,0.8532062517163919
0110,0.8532062517163919
0111,0.8532062517163919
0112,0.8532062517163919
0113,0.8532062517163919
0114,0.8532062517163919
0115,0.8532062517163919
0116,0.8532062517163919
0117,0.8532062517163919
0118,0.8532062517163919
0119,0.8532062517163919
